"id","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license"
52760011,"COZY Bright*BOLD*FUN* Eclectic Wicker Park Home",70332680,"Lina","West Town",41.90888,-87.67536,"Entire home/apt",120,3,96,"2024-03-17",3.37,5,66,31,"R21000072863"
52771190,"Roomy Getaway in Vibrant Center of Lincoln Park",111062630,"Kyriako","Lincoln Park",41.9256706237793,-87.6698608398438,"Entire home/apt",100,2,130,"2024-03-08",4.45,22,249,46,"R21000060515"
52771197,"Lovely 4-bedroom condo with indoor fireplace",251802469,"Brandon","Woodlawn",41.77905,-87.61224,"Entire home/apt",109,32,67,"2024-03-11",2.43,1,279,31,"R23000096253"
52773402,"Cloud9|Penthouse near Fulton MarketI Gym| The Fitz",248760412,"Cloud9","West Town",41.8894742194813,-87.6457243138068,"Entire home/apt",401,2,44,"2024-03-17",1.6,57,288,23,"R21000071816"
52778055,"Level Modern River North Studio",177188450,"Level","Near North Side",41.8913269042969,-87.6378402709961,"Entire home/apt",140,32,1,"2021-11-15",0.03,59,304,0,""
52796850,"Spacious Studio in Prime Location",52165552,"Spotlessly","Lincoln Park",41.93159,-87.64594,"Entire home/apt",95,2,85,"2024-01-26",2.91,4,358,28,"R21000072048"
52827826,"Cheerful 2+ bedroom home w free parking",87171050,"Alicia","Norwood Park",41.97514,-87.79394,"Entire home/apt",169,3,61,"2024-03-17",2.11,1,264,16,"R21000071277"
52834815,"Safest Area brand NEW 4bed next to Wrigley Field!!",427764987,"Irene And Hamoon","Lake View",41.94685,-87.65922,"Entire home/apt",214,32,22,"2023-12-16",0.81,2,268,5,"R21000076079"
52842931,"Gorgeous 1 Bedroom Condo In Chicago",241577283,"Vairrun","South Shore",41.76766,-87.58433,"Entire home/apt",75,1,131,"2024-03-12",4.6,1,171,42,"R21000072225"
52843682,"Spacious 2 BR/1 BA Logan Sq",232007535,"Madison","Avondale",41.93503,-87.70124,"Entire home/apt",103,3,54,"2024-01-14",1.83,1,20,26,"R24000113879"
52845622,"3 Bedroom 2 Bath Home In Washington Heights",424930305,"Tameka","Washington Heights",41.70765,-87.63778,"Entire home/apt",167,1,41,"2024-03-17",2.72,1,349,36,"R22000088049"
52854772,"Midway Club Casa",127847265,"Martin","Gage Park",41.7916175,-87.6983583,"Entire home/apt",64,32,1,"2024-01-22",0.48,3,189,1,"R23000095754"
52877016,"Lovely 3 bedrm fully serviced apt w/ free parking",160231988,"Rochelle","South Chicago",41.73594,-87.5456,"Entire home/apt",259,32,12,"2022-09-05",0.42,2,88,0,"R21000070222"
52885300,"Modern, Cozy Stay in the Heart of Bronzeville",16133210,"Marteki","Grand Boulevard",41.80997,-87.60864,"Private room",83,2,12,"2024-01-24",0.8,1,79,9,"R22000094344"
52887004,"2 Bed City-view 420-F Loft w/ Shared Living & Roof",99260498,"Richie","West Town",41.89042,-87.67776,"Private room",150,1,4,"2022-09-18",0.14,4,325,0,"R23000098597"
52887130,"Charming 1-bedroom in shared 420-F penthouse loft.",99260498,"Richie","West Town",41.89103,-87.67815,"Private room",75,1,26,"2023-10-16",0.9,4,348,9,"R23000098597"
52887284,"Relaxing 1-Bedroom in shared 420-F penthouse loft",99260498,"Richie","West Town",41.89069,-87.67619,"Private room",75,1,35,"2024-03-17",1.24,4,330,16,"R23000098597"
52899450,"Cheerful 3 story townhouse Old Town/LP",9267871,"Andy","Lincoln Park",41.9166,-87.64036,"Entire home/apt",164,2,113,"2024-03-17",3.93,1,151,61,"R21000072271"
52900675,"BOHEMIAN LODGE #2 (clean & affordable travel)",25715675,"Joyce","Lower West Side",41.856918,-87.649628,"Private room",40,2,112,"2024-03-18",4.33,10,256,49,"R24000115438"
52901533,"Kasa | Large Studio Near Gold Coast | River North",88566861,"Kasa","Near North Side",41.89754,-87.63355,"Entire home/apt",148,1,48,"2024-03-16",1.73,17,281,29,"2791598"
52902767,"Modern Lux | Uptown Chicago! Steps to Aragon+Metro",296792191,"Marcus","Uptown",41.96829,-87.65684,"Entire home/apt",654,2,29,"2023-11-08",2.69,1,29,29,"R23000100905"
52911958,"Short distance to the O'Hare or Downtown Chicago.",31757317,"Dorota","Irving Park",41.951302,-87.710083,"Entire home/apt",108,2,104,"2024-02-17",3.58,2,283,38,"R23000103322"
52918623,"BOHEMIAN LODGE #3 ( clean & affordable travel)",25715675,"Joyce","Lower West Side",41.85645,-87.65079,"Private room",42,2,108,"2024-03-14",4.21,10,226,49,"R24000115438"
52919619,"Taste The Luxury !   On the Boulevard",428418080,"Mr Bentley","Washington Park",41.79264,-87.62152,"Entire home/apt",150,2,33,"2023-10-09",1.33,2,344,10,"R22000078083"
52924100,"Modern 2-bedroom loft in  Bucktown/Wicker Park",66714194,"Nicole","West Town",41.91298,-87.68764,"Entire home/apt",122,32,7,"2024-01-17",0.29,1,233,4,""
52931195,"*Beautiful apartment* - a few mins from the park.",22345626,"Dubbs","West Town",41.90579,-87.69392,"Entire home/apt",125,3,32,"2023-11-18",1.11,3,340,8,"R22000090414"
52936284,"Old Town Penthouse. 6 Blocks to Historic Wells St.",200912888,"Urban Co Spaces","Near North Side",41.90755,-87.64107,"Entire home/apt",249,3,94,"2024-03-10",3.51,3,250,42,"R22000082263"
52941359,"Heart of Chicago Hidden Gem - 10 min from downtown",177511412,"Joceline","Lower West Side",41.84992,-87.67704,"Entire home/apt",109,32,20,"2023-10-30",0.69,3,326,9,"R21000061016"
52951285,"Apartaestudio para 2 personas máximo, cómodo y limpio, muy central con múltiples vías de acceso, transporte urbano y cercanía a la estación del tren, variedad de restaurantes y tiendas.",428679671,"Alba D","Avondale",41.93389,-87.70071,"Entire home/apt",100,1,102,"2024-03-17",3.58,1,278,42,"R21000072720"
52954257,"Trendy West Town Flat - 2 bed / 1.5 bath w parking",89891209,"Amy","West Town",41.89605,-87.67311,"Entire home/apt",230,2,45,"2023-12-17",1.55,2,79,13,"R21000072037"
52961447,"English garden apt. in the heart of Lincoln Park",408225362,"Martha","Lincoln Park",41.9179191589355,-87.6390914916992,"Entire home/apt",185,2,67,"2024-03-17",2.31,1,92,20,"R21000072844"
52970315,"Beautiful 4 bedroom 2 bath home, peaceful,relaxing",279104798,"Evan","Washington Heights",41.70678,-87.64955,"Entire home/apt",280,2,63,"2024-03-02",2.16,3,262,24,"R21000076007"
52981303,"Stylish Stay Steps from Old Town + Lincoln Park",409349669,"Mark","Lincoln Park",41.9123,-87.6475,"Entire home/apt",131,2,80,"2024-03-08",2.74,5,169,35,"R21000070860"
52985432,"Huge Lincoln Park 6 Bed Duplex with Free Parking!",425533241,"Mimi","Lincoln Park",41.92279,-87.64837,"Entire home/apt",150,1,30,"2024-03-07",1.64,1,56,28,"R23000101115"
53008311,"Enchanting South Side Colonial Revival-5BR, 2.5BA",72651433,"Jacob","Auburn Gresham",41.7532539367676,-87.6451034545898,"Entire home/apt",204,3,66,"2024-03-09",2.33,9,31,36,"R22000076654"
53023403,"2-Story Modern Apt ~ 5 Mi to Dtwn Chicago!",121719854,"Evolve","Grand Boulevard",41.81459,-87.61532,"Entire home/apt",228,2,53,"2024-03-10",1.83,42,298,19,"R21000070621"
53033238,"Spacious 2 Twins Bedroom #2 in Chicago's West Loop",102656425,"Kamal","West Town",41.89391,-87.65691,"Private room",67,2,10,"2024-03-17",0.34,2,33,4,"R21000071564"
53060470,"Spacious Duplex in Great Location",370171676,"Micha","West Town",41.90736,-87.69116,"Entire home/apt",82,2,102,"2024-02-25",4.6,1,140,51,"R22000081558"
53061486,"Charming Two Bedroom in Wicker Park",10195497,"Marty","West Town",41.90569,-87.67209,"Entire home/apt",165,2,105,"2024-03-10",3.84,1,109,50,"R21000073949"
53068434,"City View near Downtown Chicago Sox & Chinatown",514776477,"Ralph","Armour Square",41.84051,-87.63084,"Private room",34,1,95,"2023-12-01",3.31,64,328,24,"R23000111238"
53068609,"Nice NEW Bedroom near Downtown Chicago Chinatown",514776477,"Ralph","Armour Square",41.84113,-87.63229,"Private room",32,1,92,"2024-03-10",3.29,64,347,34,"R23000111238"
53068748,"See Check in 9 minutes Downtown Chicago",514776477,"Ralph","Armour Square",41.83898,-87.63167,"Private room",34,1,85,"2024-03-13",2.94,64,351,22,"R23000111238"
53074694,"Dog-friendly | Free Parking | Near O'Hare & Train",155230531,"Oriana & Julius","Albany Park",41.96537,-87.73327,"Entire home/apt",90,2,11,"2023-10-26",1.25,3,338,11,"R22000088609"
53075245,"Level- A Dream Getaway. Two Bedroom Suite",177188450,"Level","Near North Side",41.8913269042969,-87.6378402709961,"Entire home/apt",221,32,2,"2022-08-11",0.08,59,357,0,""
53089381,"Garden on Warren",361076133,"David","Near West Side",41.8825228769905,-87.6685572116394,"Entire home/apt",94,2,12,"2024-03-20",5.54,1,56,12,"R23000107758"
53108346,"Uniquely Spacious Two-Story Loft in Wicker Park",429934169,"O","West Town",41.90911,-87.67818,"Entire home/apt",281,3,27,"2023-10-16",0.96,2,332,16,"R21000071459"
53129961,"Bridgeport Bungalow- 2br - Cozy - Clean - Pets OK!",26567253,"Shawn","Bridgeport",41.83777,-87.64199,"Entire home/apt",99,2,61,"2023-11-25",2.47,2,358,15,"R22000078120"
53136798,"Brilliant 2BR/2BA Loft I Superhost I Sleep 6",375644856,"Tony","Loop",41.8686,-87.6281,"Entire home/apt",216,3,102,"2024-03-21",3.67,6,160,55,"R22000088691"
53149526,"Spacious Bucktown Sanctuary",429001190,"Patty","Logan Square",41.91753,-87.68067,"Entire home/apt",110,2,70,"2024-02-20",2.77,2,334,24,"R23000096363"
53153545,"Cozy 1 bed Garden unit 5 minutes to Midway Airport",430292988,"Nicole","West Lawn",41.77663,-87.7288,"Entire home/apt",52,32,4,"2023-12-23",0.31,2,320,3,""
53186306,"Beautiful newly renovated 3 bedroom 2 bathroom apt",225574070,"Tysheena","Auburn Gresham",41.7342,-87.63598,"Entire home/apt",125,32,65,"2024-02-04",2.39,1,177,22,"R23000095512"
53186360,"1 Bed Room High Ceiling Apartment ( wicker park )",106087309,"Jose","West Town",41.90852,-87.68755,"Entire home/apt",150,32,14,"2023-08-13",0.72,1,180,3,"R22000087399"
53191355,"Lux Full House +outdoor paradise +FREE parking",10489437,"Tom & Megan","West Town",41.90777,-87.67324,"Entire home/apt",807,2,6,"2023-11-26",0.21,3,364,2,"R23000107558"
53219652,"Level River North-Luxury Corner Two Bedroom Suite",177188450,"Level","Near North Side",41.8913269042969,-87.6378402709961,"Entire home/apt",250,32,5,"2023-11-10",0.2,59,365,1,""
53221023,"Ultra Modern Wicker Park Pad w/ HUGE Outdoor Space",61964254,"Humble And Jack","West Town",41.90345,-87.66266,"Entire home/apt",192,2,106,"2024-03-20",3.73,2,82,54,"R21000070327"
53231077,"Bright, Stunning, Cozy 2Bed Condo in popular area",66882246,"Vinithra","West Town",41.9007138358064,-87.6828917399083,"Entire home/apt",145,32,13,"2024-02-03",0.58,1,97,11,"R23000103917"
53235375,"Chic retreat near the best of Lakeview & Wrigley",11135962,"Oriane","Lake View",41.94007,-87.66672,"Entire home/apt",104,2,70,"2024-03-06",3.35,1,0,37,"R23000100605"
53238705,"Spacious Hotel Room in The Loop",431019163,"Paul","Loop",41.88472,-87.629059,"Private room",151,1,147,"2024-03-19",5.37,17,42,64,"2506121"
53259432,"Level River North - Junior Two Bedroom Retreat",177188450,"Level","Near North Side",41.8913269042969,-87.6378402709961,"Entire home/apt",182,32,3,"2022-08-01",0.12,59,365,0,""
53263566,"Spacious 3 bedroom/4 Bed W/ Free Parking and Patio",139187568,"George","West Town",41.90674,-87.69462,"Entire home/apt",199,32,54,"2023-03-17",2.1,1,49,0,"R21000075530"
53270101,"Centrally located 1 bedroom Apt",97416998,"Alexis","Portage Park",41.95929,-87.75099,"Entire home/apt",103,32,25,"2023-10-10",1.27,5,40,13,"R21000075858"
53271476,"Spacious 4BR, central ChinaTown by McCormick/DWNT",219977804,"Jake","Armour Square",41.85308,-87.6344,"Entire home/apt",368,2,64,"2024-01-23",2.76,5,312,27,"R22000080833"
53289543,"Getaway in the Heart of Pilsen Chicago",431261724,"AW Luxe","Lower West Side",41.85929,-87.66767,"Entire home/apt",94,1,59,"2023-10-23",2.08,8,175,13,"R21000071936"
53295088,"Archer 2 - Gorgeous 3 Bedroom 2 Bath with Parking",178710732,"Annie","Bridgeport",41.84356,-87.65391,"Entire home/apt",193,2,35,"2023-11-28",1.24,18,236,14,"R21000073326"
53327385,"Safest Area home #2 in Roscoe Village next to park",431747836,"Paria & Damoon","North Center",41.93867,-87.67776,"Entire home/apt",112,32,17,"2024-01-25",0.71,2,272,3,"R21000075997"
53328095,"Quiet, Cozy 1-Bedroom Carriage House in Chicago",51690620,"Robert","Avondale",41.93531,-87.69297,"Entire home/apt",102,2,79,"2024-03-23",4.11,1,112,52,"R22000086239"
53338267,"Welcome to the Green House",214328442,"Pedro","Humboldt Park",41.90819,-87.707,"Entire home/apt",645,2,25,"2023-10-09",1.14,1,350,14,"R22000082968"
53345860,"Urban Oasis | Great for Families w/ Kids",431928364,"Alex","Lower West Side",41.859243023565,-87.6449936141516,"Entire home/apt",327,2,64,"2024-03-11",3.12,1,146,27,"R22000076545"
53354698,"Vibrant studio close to Andersonville and train",273591286,"Regina","Uptown",41.96808,-87.67403,"Entire home/apt",53,1,108,"2024-02-03",3.83,14,78,40,"R21000073080"
53362605,"Charming Lincoln Park Duplex Apartment",63912106,"Bozena","Lincoln Park",41.91946,-87.64247,"Entire home/apt",100,32,8,"2023-10-28",0.34,3,177,3,""
53362617,"A Novel Situation at Wrigley",3230291,"David","Lake View",41.9463500976562,-87.6593551635742,"Entire home/apt",97,2,163,"2024-03-10",5.82,16,309,61,"R21000073890"
53381319,"Vintage Designed 3BR Dig Near DePaul University",195799805,"Julie Ann","Lincoln Park",41.92139,-87.65354,"Entire home/apt",252,2,55,"2024-03-17",1.99,1,152,24,"R21000072999"
53385832,"Charming 1 Bedroom Apartment - NorthCenter/Roscoe",52158611,"Dean","North Center",41.95867,-87.67781,"Entire home/apt",132,3,47,"2024-02-25",1.77,1,89,17,"R21000075322"
53402153,"Downtown 2BR Min Away From Solider Field",430440522,"Darla","Douglas",41.83869,-87.61721,"Entire home/apt",268,32,30,"2023-05-27",1.11,1,364,1,"R21000075427"
53416402,"2420Private Bedroom u3- 3 bed 2 bath condo",23612069,"Tj","Near West Side",41.87064,-87.68799,"Private room",39,32,2,"2023-12-20",0.17,16,258,2,""
53416475,"Private Bedroom in a beautiful 3 bed 2 bath condo",23612069,"Tj","Near West Side",41.87002,-87.6879,"Private room",33,32,2,"2024-02-29",0.25,16,351,2,""
53423379,"Master Bedroom in Spacious and Comfy Chicago Condo",161338642,"Shakeem","Woodlawn",41.77499,-87.59395,"Private room",40,32,18,"2023-05-25",0.65,1,180,1,"R21000074250"
53431131,"Near,McCormick, wintrust,U,C",133759935,"Tyre","Grand Boulevard",41.80636,-87.60904,"Entire home/apt",105,3,39,"2023-11-26",1.58,1,14,12,"R17000016455"
53432585,"Sun-Soaked West Loop Penthouse - Private Rooftop",56248298,"Reggie","West Town",41.88964,-87.66176,"Entire home/apt",590,2,35,"2024-03-19",1.48,1,345,17,"R22000077319"
53435101,"Bright 1500 Sqft 3BR/2BA Apt In South Shore",72651433,"Jacob","South Shore",41.7565763357548,-87.5625421939406,"Entire home/apt",108,3,15,"2024-02-24",0.54,9,36,13,"R22000076618"
53447886,"New Bright & Airy Entire Unit in Logan",432777825,"Lesley","Logan Square",41.91636,-87.71875,"Entire home/apt",83,1,91,"2024-03-14",3.58,1,342,34,"R21000071083"
53493119,"Festive Graffiti Pop-Art | 1PBR | Wicker Park",43933909,"Nat","West Town",41.89694,-87.66813,"Private room",51,1,83,"2024-02-18",2.98,20,8,33,"R21000073885"
53494935,"Festive Graffiti Pop-Art | 1PBR | Wicker Park",43933909,"Nat","West Town",41.89681,-87.6673,"Private room",51,1,97,"2024-03-10",3.44,20,10,48,"R21000073885"
53495484,"Festive Graffiti Pop-Art | 1PBR | Wicker Park",43933909,"Nat","West Town",41.89688,-87.66817,"Private room",51,1,92,"2024-03-12",3.33,20,6,46,"R21000073885"
53495617,"Modern Chicago Condo with Huge Private Balcony",24423992,"Wendy","East Garfield Park",41.88321,-87.70365,"Entire home/apt",160,32,48,"2023-11-27",1.98,1,354,15,"R22000079713"
53496856,"Festive Graffiti Pop-Art | 3BR | Wicker Park |UKR",43933909,"Nat","West Town",41.8989,-87.66831,"Entire home/apt",207,1,17,"2023-11-26",0.77,20,4,7,"R21000073885"
53496895,"Festive Graffiti Pop-Art | 3BR | Wicker Park",43933909,"Nat","West Town",41.89879,-87.66671,"Entire home/apt",183,1,31,"2024-03-17",1.14,20,148,14,"R21000073885"
53498554,"Logan Square Oasis",169297663,"William","Logan Square",41.92734,-87.71006,"Entire home/apt",111,32,78,"2024-01-30",2.87,22,291,27,"R24000113484"
53500806,"New Queen Bed near Downtown Chicago",260588213,"Zaine Lizandra","Mckinley Park",41.82605,-87.66779,"Private room",36,1,72,"2024-02-25",2.61,10,337,26,"R21000063925"
53512168,"Festive Graffiti Pop-Art | 1PBR | Wicker Park",43933909,"Nat","West Town",41.8988,-87.66724,"Private room",52,1,98,"2024-03-11",4.3,20,4,54,"R21000073885"
53512325,"Festive Graffiti Pop-Art | 1PBR | Wicker Park",43933909,"Nat","West Town",41.89861,-87.66858,"Private room",52,1,89,"2024-03-10",3.85,20,2,43,"R21000073885"
53512395,"Festive Graffiti Pop-Art | 1PBR | Wicker Park",43933909,"Nat","West Town",41.89691,-87.66672,"Private room",52,1,94,"2024-03-11",3.34,20,3,47,"R21000073885"
53515692,"Appealing 1BR with updated 1BA in Portage Park",420690384,"Hanzel And Reese","Portage Park",41.96134,-87.74933,"Entire home/apt",74,1,52,"2024-01-07",1.88,9,166,35,"R22000093167"
53516176,"Brand New 2 Bedroom-Close to UIC and Taylor Street",395298252,"Bailey","Near West Side",41.87161,-87.66479,"Entire home/apt",92,2,84,"2024-03-22",3.05,5,69,18,"R22000094237"
53519278,"Large Two Bedroom in Heart of Gold Coast/ Old Town",349884375,"Sena","Near North Side",41.90284,-87.63511,"Entire home/apt",115,32,7,"2024-03-15",0.3,5,282,4,""
53531171,"Elite Studio Apartment in Uptown near Shops",420690384,"Hanzel And Reese","Uptown",41.9618,-87.65281,"Entire home/apt",71,1,86,"2024-03-09",3.16,9,170,44,"R22000090103"
53541061,"The Belden Belle: The Luxurious Chicago Townhouse",433560075,"Pamela","Lincoln Park",41.92321,-87.64143,"Entire home/apt",399,3,63,"2024-03-17",2.57,1,237,32,"R22000078977"
53555302,"The Brynford",174370306,"Kathy","North Park",41.98577,-87.73079,"Entire home/apt",129,2,33,"2024-03-17",1.63,1,267,21,"R22000083434"
53574106,"Woodlawn Oasis: 5-15 Mins from Food, Fun, Dining",47142032,"Shawn","Woodlawn",41.7775,-87.59778,"Entire home/apt",193,2,89,"2024-03-03",3.49,1,298,40,"R22000077404"
53582843,"Rare 3 BR + Mezzanine in beautiful condo duplex",61510402,"Christophe","Lower West Side",41.859,-87.6444,"Entire home/apt",239,32,5,"2023-11-03",0.22,1,234,2,""
53585953,"Dani's House | Modern 2 bedroom suite near all things Hyde Park / Woodlawn and the University of Chicago!",48199812,"Danielle","Woodlawn",41.77715,-87.60343,"Entire home/apt",66,1,37,"2024-01-02",1.44,1,129,12,"R23000096258"
53589089,"BOHEMIAN LODGE #1  (clean & affordable travel)",25715675,"Joyce","Lower West Side",41.85646,-87.65059,"Private room",43,2,117,"2024-02-10",4.67,10,224,49,"R24000115438"
53589142,"Stylish & Beautiful 1 Bedroom Apartment by UIC",142410953,"Bart","West Garfield Park",41.87437,-87.72607,"Entire home/apt",75,3,2,"2023-06-03",0.07,2,266,1,"R23000110278"
53591341,"Cozy Albany Park Garden Unit",246906287,"Rachel","Albany Park",41.9693861997412,-87.7209801358184,"Entire home/apt",89,1,71,"2024-03-17",5.07,1,233,64,"R22000094574"
53591392,"BOHEMIAN LODGE #4 ( clean & affordable travel)",97550830,"Denise","Lower West Side",41.85783,-87.65075,"Private room",45,2,132,"2024-03-10",5,1,215,60,"R24000115438"
53596498,"Charming medical district home",26995376,"Chi","Near West Side",41.86881,-87.68278,"Entire home/apt",90,32,8,"2023-10-15",0.38,3,153,4,""
53607832,"Uplifting Studio Apartment in Belmont",420690384,"Hanzel And Reese","Lake View",41.9387,-87.65277,"Entire home/apt",82,1,107,"2024-03-07",3.93,9,116,61,"R22000090567"
53611396,"BEAUTIFUL modern one bedroom, 10 min to downtown!",402637272,"Ricardo","Mckinley Park",41.83111,-87.67788,"Entire home/apt",200,32,27,"2023-11-04",1,1,365,2,"R21000074226"
53612396,"Spacious Chicago Condo w/Rooftop Pool, Gym, Views",235678953,"Patty","Near North Side",41.89866,-87.62644,"Entire home/apt",194,2,126,"2024-03-10",4.58,31,11,44,"R21000068169"
53612424,"Centrally Located Unit in E Pilsen's Art District",434156538,"Spencer","Lower West Side",41.85763,-87.64348,"Entire home/apt",120,2,44,"2023-12-17",1.58,1,143,17,"R21000074539"
53620531,"Hilarity Manor Chicago- Home to Comedians!",4123343,"Josh","Irving Park",41.93905,-87.73895,"Private room",55,33,6,"2024-01-02",0.26,2,364,4,""
53625260,"3BR/2.1BA TOWNHOUSE IN THE HEART OF WEST LOOP",8649917,"David","Near West Side",41.8779,-87.64907,"Entire home/apt",500,2,2,"2023-08-27",0.1,1,153,1,"R21000072400"
53642230,"Super Cute Ukrainian Village In-law Suite",371042231,"Jay","West Town",41.89882,-87.68646,"Entire home/apt",150,1,19,"2024-03-17",1.21,1,60,18,"R23000105435"
53664988,"3BR Modern Condo near Wrigley/DePaul +Free Parking",53986909,"Ola","Lake View",41.93288,-87.66821,"Entire home/apt",184,2,36,"2024-02-25",1.63,3,121,24,"R22000077021"
53673379,"Long term/private/renovated   Wicker Park hideaway",434668748,"Noah","West Town",41.89933,-87.67414,"Entire home/apt",126,32,9,"2023-11-29",0.41,1,242,3,""
53690189,"Chic Townhouse: 2BR, Rooftop, Free Parking, Secure",65135365,"Fed","Near South Side",41.8615036010742,-87.6238098144531,"Entire home/apt",369,2,25,"2024-03-17",0.97,2,170,10,"R22000089169"
53705363,"Modern Lincoln Park Hideaway 1 Bd/1Bath",169297663,"William","Lincoln Park",41.93194,-87.66309,"Entire home/apt",79,3,81,"2024-01-28",2.94,22,314,27,"R21000071723"
53721295,"Upscale Penthouse Private Balconies Amazing Views",169297663,"William","West Town",41.89775,-87.66924,"Entire home/apt",125,3,91,"2024-02-20",3.48,22,291,32,"R19000048893"
53724695,"Lovely 3 bedroom condo outside of West Loop",435121961,"Noir Gras","Austin",41.87503,-87.74686,"Entire home/apt",130,1,22,"2023-11-26",0.92,1,313,10,"R22000079379"
53738074,"Unique 2BR/2BA FREE Parking/WI-FI Minutes From DT",242156141,"Cory","Lower West Side",41.85272,-87.6724,"Entire home/apt",145,2,72,"2024-03-05",2.59,1,173,31,"R21000073892"
53740501,"West Beverly’s Gem-Private bedroom",167278375,"Cordaro","Beverly",41.70815,-87.68906,"Private room",56,1,46,"2024-03-17",1.79,2,349,24,"R22000091321"
53749043,"Spacious 2bd 2bth Condo with Skyline views!",17385172,"Thomas","Near North Side",41.89853,-87.63915,"Entire home/apt",239,32,7,"2023-11-12",0.34,1,315,4,""
53751055,"East Village Hideaway Sleeps 16 w/Parking!",169297663,"William","West Town",41.89949,-87.66369,"Entire home/apt",293,3,45,"2024-02-26",1.83,22,276,29,"R23000104593"
53752029,"Cheerful 2-bed/sunroom unit with great location!!!",115673175,"Krystian","Avondale",41.9375,-87.71226,"Entire home/apt",163,3,57,"2023-12-05",2.23,1,291,22,"R23000096336"
53776521,"Lustrous private full apt! The best neighborhood!",1199486,"Zahra","Austin",41.87939,-87.77427,"Entire home/apt",207,1,5,"2022-10-09",0.18,1,89,0,""
53798346,"Cozy 1BR Apartment Serene Local Vibe",435770634,"Nico And Dyan","Lincoln Square",41.97516,-87.68209,"Entire home/apt",66,1,123,"2024-03-04",4.54,10,176,56,"R22000088934"
53826192,"Chicago Condo|Best Location|Rooftop Pool|Near Bean",235678953,"Patty","Near North Side",41.89698,-87.62809,"Entire home/apt",174,2,104,"2024-03-18",3.85,31,3,45,"R20000053202"
53831928,"Impeccably Large 4BR/4BA Apartment in Logan Square",435770634,"Nico And Dyan","West Town",41.91051,-87.68782,"Entire home/apt",114,1,60,"2024-02-18",2.22,10,152,33,"R21000062409"
53832580,"Wrigleyville 2 bed 2 bath + Office Newly Rehabbed",14727364,"Samuel","Lake View",41.9442,-87.65546,"Entire home/apt",215,3,47,"2023-10-22",1.88,1,40,14,"R23000101014"
53841289,"Best Kept Secret N Illinois Medical District",227926189,"Wanda And JR","Near West Side",41.86818,-87.68273,"Entire home/apt",152,32,23,"2023-09-18",0.87,3,135,1,"R21000070499"
53845400,"Beautiful garden unit in Logan Square!",436156621,"Mirna","Logan Square",41.928635,-87.725136,"Entire home/apt",111,2,88,"2024-02-25",3.92,1,296,46,"R22000080532"
53846745,"Modern Lakefront Retreat with Breathtaking Views!",331726274,"Sally","Rogers Park",42.02178,-87.66498,"Entire home/apt",79,1,64,"2024-03-12",2.41,2,344,27,"R21000073255"
53849223,"Spacious 2 Bed Apartment, Perfect Location",52165552,"Spotlessly","Lake View",41.96105,-87.67098,"Entire home/apt",97,2,50,"2024-03-09",1.83,4,296,14,"R23000111713"
53852043,"Bright & Beautiful 2bd In Bucktown",127083177,"Caroline","Logan Square",41.91554,-87.67978,"Entire home/apt",80,1,4,"2024-03-02",2.93,2,7,4,"R21000075961"
53852044,"Unique, Spacious, & Chic Bi-Level Bucktown Condo",127083177,"Caroline","Logan Square",41.91554,-87.67978,"Entire home/apt",120,1,65,"2024-03-12",2.48,2,333,22,"R21000075961"
53909282,"Roger's Park 2 Bedroom spacious with free parking",267630318,"Nestor","Rogers Park",42.0143476707141,-87.6829322870079,"Entire home/apt",108,2,27,"2024-03-17",2.19,1,273,26,"R23000097705"
53933318,"Andersonville apartment, walk to the lake & train",50475013,"Liz","Edgewater",41.98688,-87.66738,"Entire home/apt",238,2,51,"2024-03-14",2.9,1,28,35,"R22000087972"
53937644,"Archer 3 - 3 Bedroom / 2 Bath with Parking",178710732,"Annie","Bridgeport",41.84368,-87.6541,"Entire home/apt",206,2,31,"2023-11-26",1.15,18,148,11,"R21000073326"
53943083,"Lovely 4-bedroom apartment! 15 mins from Downtown",242277620,"Dylan","Greater Grand Crossing",41.76402,-87.61042,"Entire home/apt",120,2,32,"2023-11-16",1.24,3,163,12,"R23000096361"
53968035,"WELCOME TO A BEAUTIFUL, SPACIOUS 1 BEDROOM",430941852,"Terence","Near West Side",41.88396,-87.65401,"Entire home/apt",50,32,2,"2023-06-16",0.1,1,249,1,""
53993381,"Chicago Airbnb Newly Remodeled 2-Unit Apartment!",434831385,"Brittney","East Garfield Park",41.87351,-87.71453,"Entire home/apt",96,1,132,"2024-03-05",5.01,1,82,69,"R22000076184"
54000131,"Idyllic Lakefront Sanctuary W/ Unforgettable Vista",331726274,"Sally","Rogers Park",42.02178,-87.66498,"Entire home/apt",79,1,98,"2024-03-16",3.73,2,344,49,"R22000076765"
54003597,"Cheerful & Bright Sheridan Park Studio",384256562,"Kristin","Uptown",41.9657,-87.66498,"Entire home/apt",49,1,76,"2024-03-17",2.99,1,353,36,"R21000075426"
54013743,"Cheerful 2 Bedroom Residential Home with Finished Basement, full kitchen and Dining Room. 2  Residential Parking passes per 24 hour stay!",357341976,"Terrance","Greater Grand Crossing",41.7567,-87.6224,"Entire home/apt",185,2,29,"2024-02-25",2.38,1,352,29,"R22000088199"
